"tokens","occurrences"
"dd","13"
"An","13"
"Ca","13"
"sy","13"
"Po","13"
"bb","12"
"Ne","12"
"Ro","12"
"gn","12"
"nv","12"
"fl","12"
"ht","12"
"eq","12"
"gg","11"
"ak","11"
"cc","11"
"Ju","11"
"Am","11"
"At","11"
"Mo","11"
"ju","11"
"Fi","11"
"tm","11"
"sf","11"
"Su","11"
"Bi","11"
"oo","11"
"Du","11"
"Le","10"
"Hu","10"
"Da","10"
"ew","10"
"eg","10"
"Wi","10"
"Cr","10"
"Wa","10"
"tz","10"
"xt","10"
"Ea","10"
"yb","10"
"rb","10"
"sk","10"
"ks","10"
"Vi","9"
"dg","9"
"eo","9"
"Eh","9"
"To","9"
"um","9"
"Hi","9"
"iz","9"
"Br","9"
"Ac","9"
"Li","9"
"Fe","9"
"Gl","9"
"Lo","8"
"Si","8"
"ox","8"
"oa","8"
"lp","8"
"Sh","8"
"rf","8"
"cy","8"
"Bl","8"
"Ba","8"
"Bo","7"
"Or","7"
"Ai","7"
"yt","7"
"Gu","7"
"sw","7"
"Un","7"
"wy","7"
"Ce","7"
"Ex","7"
"bs","7"
"Of","7"
"OF","7"
"ER","7"
"II","7"
"Jo","7"
"Me","7"
"dy","6"
"Sl","6"
"xe","6"
"xi","6"
"Ag","6"
"Sa","6"
"py","6"
"Oc","6"
"og","6"
"hl","6"
"Te","6"
"eh","6"
"Eu","6"
"tf","6"
"RA","6"
"ui","6"
"UN","6"
"Gh","6"
"Ep","6"
"Ku","6"
"Sp","6"
"rw","5"
"yi","5"
"Yo","5"
"ka","5"
"CE","5"
"bj","5"
"pm","5"
"nm","5"
"Ad","5"
"je","5"
"Tr","5"
"AT","5"
"IN","5"
"ya","5"
"Fu","5"
"uf","5"
"oe","5"
"kf","5"
"Ha","5"
"ON","4"
"eu","4"
"ps","4"
"kl","4"
"Tu","4"
"Pl","4"
"’s","4"
"ST","4"
"Ed","4"
"Ev","4"
"hr","4"
"Ka","4"
"oi","4"
"Do","4"
"IC","4"
"TH","4"
"SU","4"
"By","4"
"Gr","4"
"sn","4"
"Ap","4"
"sb","4"
"Ve","4"
"lk","4"
"tn","4"
"XX","4"
"TO","3"
"ku","3"
"jk","3"
"nb","3"
"Is","3"
"Cl","3"
"SA","3"
"My","3"
"Ir","3"
"Cu","3"
"yl","3"
"Ki","3"
"gt","3"
"Mu","3"
"ub","3"
"dl","3"
"hy","3"
"gy","3"
"LE","3"
"MO","3"
"NT","3"
"SE","3"
"AL","3"
"UL","3"
"NI","3"
"FO","3"
"IT","3"
"AM","3"
"SH","3"
"mn","3"
"dp","3"
"Ot","3"
"FI","3"
"IV","3"
"Sw","3"
"RM","3"
"Ol","3"
"Ob","3"
"ja","3"
"oh","3"
"hh","3"
"bm","2"
"zz","2"
"CO","2"
"Ta","2"
"Up","2"
"EL","2"
"Us","2"
"AR","2"
"hn","2"
"Ga","2"
"1s","2"
"Di","2"
"lm","2"
"dj","2"
"eb","2"
"Ni","2"
"yc","2"
"RU","2"
"NO","2"
"AN","2"
"NE","2"
"SI","2"
"VE","2"
"GI","2"
"iu","2"
"Ab","2"
"ix","2"
"Fa","2"
"dw","2"
"fs","2"
"FR","2"
"tb","2"
"Vo","2"
"Ak","2"
"JE","2"
"WI","2"
"IO","2"
"Ti","2"
"Ri","2"
"Eg","2"
"Kl","2"
"Zu","2"
"wd","2"
"ah","2"
"mk","2"
"Kr","2"
"hb","2"
"LO","1"
"ND","1"
"9t","1"
"nq","1"
"sr","1"
"PY","1"
"HI","1"
"2n","1"
"Sg","1"
"MU","1"
"iq","1"
"ué","1"
"ym","1"
"5t","1"
"az","1"
"Sy","1"
"MM","1"
"LL","1"
"OY","1"
"Qu","1"
"8t","1"
"ME","1"
"MN","1"
"JU","1"
"RN","1"
"IA","1"
"RE","1"
"IG","1"
"RV","1"
"ED","1"
"ES","1"
"NS","1"
"GE","1"
"BJ","1"
"EC","1"
"HO","1"
"BL","1"
"CR","1"
"ET","1"
"WA","1"
"GT","1"
"DU","1"
"RZ","1"
"HA","1"
"Fl","1"
"mé","1"
"Tw","1"
"TN","1"
"ZI","1"
"vy","1"
"Ci","1"
"If","1"
"FH","1"
"CI","1"
"DE","1"
"UT","1"
"SC","1"
"HE","1"
"ZE","1"
"KR","1"
"OA","1"
"TI","1"
"EN","1"
"sq","1"
":0","1"
"UE","1"
"OR","1"
"DN","1"
"Ax","1"
"PO","1"
"NC","1"
"VR","1"
"EM","1"
"AE","1"
"NK","1"
"KF","1"
"UR","1"
"MA","1"
"Za","1"
"tä","1"
"Sq","1"
"zo","1"
"km","1"
"nl","1"
"ko","1"
"vr","1"
"bv","1"
"Ae","1"
"nr","1"
"El","1"
"Oe","1"
"lc","1"
"Lu","1"
"mt","1"
"zs","1"
"Gi","1"
"Op","1"
"nh","1"
"1½","1"
"Ox","1"
"Zo","1"
"rh","1"
"Os","1"
"mr","1"
"yx","1"
"Pi","1"
"r3","1"
"sg","1"
"xu","1"
"wc","1"
"B1","1"
"yw","1"
"wl","1"
"Ze","1"
