"tokens","occurrences"
"RM","2"
"üt","2"
"Oh","2"
"dd","2"
"kӓ","2"
"üf","2"
"dc","2"
"ӓu","2"
"Gü","2"
"HW","2"
"IT","2"
"KZ","2"
"yp","2"
"az","2"
"It","2"
"tj","2"
"mk","2"
"tö","2"
"zä","2"
"nö","2"
"zh","2"
"sä","2"
"ít","2"
"fk","2"
"gä","1"
"Z1","1"
"öc","1"
"fm","1"
"ks","1"
"RG","1"
"Ös","1"
"LG","1"
"Id","1"
"Ol","1"
"ky","1"
"Bä","1"
"bb","1"
"öd","1"
"Sä","1"
"Km","1"
"Kö","1"
"Ah","1"
"km","1"
"eü","1"
"jo","1"
"JU","1"
"SA","1"
"UJ","1"
"UD","1"
"BI","1"
"HO","1"
"Gy","1"
"gy","1"
"md","1"
"GE","1"
"SP","1"
"EN","1"
"ST","1"
"Sö","1"
"Aa","1"
"lü","1"
"Ci","1"
"Ts","1"
"ӓe","1"
"Lӓ","1"
"Pi","1"
"ӧt","1"
"mz","1"
"ӧu","1"
"Pӓ","1"
"gz","1"
"Nӓ","1"
"ӓs","1"
"oi","1"
"ӓd","1"
"Kӧ","1"
"tӓ","1"
"xe","1"
"dӓ","1"
"ӓa","1"
"wӧ","1"
"Zo","1"
"ӧl","1"
"ӓf","1"
"Tӧ","1"
"Ӓu","1"
"tc","1"
"mg","1"
"Fӓ","1"
"ӧd","1"
"3m","1"
"db","1"
"TE","1"
"PA","1"
"RK","1"
"gh","1"
"nq","1"
"lp","1"
"Af","1"
"np","1"
"Cr","1"
"lj","1"
"fw","1"
"zn","1"
"SE","1"
"RT","1"
"FO","1"
"bf","1"
"cr","1"
"ct","1"
"oa","1"
"Hü","1"
"rj","1"
"dg","1"
"ip","1"
"Nü","1"
"Dü","1"
"Sr","1"
"ou","1"
"lí","1"
"tp","1"
"Cz","1"
"kä","1"
"zv","1"
"aw","1"
"zs","1"
"sy","1"
"cs","1"
"ye","1"
"Än","1"
"gê","1"
"dê","1"
"gw","1"
"Já","1"
"št","1"
"má","1"
"Kc","1"
"Až","1"
"vr","1"
"át","1"
"mů","1"
"že","1"
"př","1"
"ij","1"
"Gn","1"
"sn","1"
"Lä","1"
"Wü","1"
"lö","1"
"Il","1"
"ül","1"
"üp","1"
"hb","1"
"uu","1"
"üß","1"
